"annotation_id","annotator","created_at","id","lead_time","review","sentiment","toxic","updated_at"
348,"1","2026-05-02T13:26:35.564293Z",26399,4.27,"суки твари, мой заказ не пришел, деньги не вернули","negative","TOXIC","2026-05-02T13:26:35.564324Z"
341,"1","2026-05-02T13:24:42.797364Z",26644,3.942,"товара нет денег нет! продавец вообще ужасный! алиэкспрес тоже твари! деньги не вернули!","negative","TOXIC","2026-05-02T13:24:42.797421Z"
329,"1","2026-05-02T13:21:45.389166Z",27351,16.377,"Прислал сука брак !!! Я открыа спор продавец просил закрой спор а я тебе скидку на след покупку сделаю ! Итог : обещает но делает я пишу ему он говорит да ) , а сам нихера ) в это время так как спор закрыт ) ни денег не скидки и бракованная футболка )) пишу ему он говорит ::ну все уже проехали ) мудила короче а майка если бы без брака то норм !не рекомендую не продавца ни чего что с ним связано )","negative","TOXIC","2026-05-02T13:21:45.389196Z"
330,"1","2026-05-02T13:21:53.889068Z",27676,6.269,"Девочки, куртка говно и продавец говно. Не ведитесь на эти отзывы. Куртка очень тонкая, очень неудобный замок, воротник ещё хуже. В магазине я б такую в жизни не купила. Ткань как подклад. Рукава на скелета какого-то. На футболку если только носить, без шарфа и  тёплой осенью. Не зима уж точно. Продавец пиздабол конченый. Кинул сука меня. Уговорил купить размер М - но куртка на очень худенькую девочку с толстой жопой. Я отправила куртку назад на склад в Москве. Месяц этот урод мурыжил меня. Не высылал ни денег ни другой куртки. Кое как он вернул мне деньги - меньше на 500 руб. Я тут заебала всех на Али - писала во все помощи чтобы он вообще мне что-то вернул. Не берите эту херню!!!!!","negative","TOXIC","2026-05-02T13:21:53.889115Z"
342,"1","2026-05-02T13:24:53.686182Z",28276,9.44,"Продавец мудак!!!! Во-первых отправил не тот товар, отказался возмещать деньги!!!  Спор в итоге я проиграла!!! Продавец тварь!!! Желаю ему сдохнуть за эту тысячу на которую он меня наебал!!! Вообще таких не порядочных продавцов мне вообще никогда не порождались на алиэкспресс!!!! Мудачило китайское!!! Сучело наебщик! ","negative","TOXIC","2026-05-02T13:24:53.686212Z"
343,"1","2026-05-02T13:25:03.642396Z",29878,4.755,"Заказала в августе, когда почти подошел срок - продлили еще на месяц, а потом еще на 2 месяца. Заказа так и не дождалась, деньги улетели. Твари.","negative","TOXIC","2026-05-02T13:25:03.642425Z"
347,"1","2026-05-02T13:26:24.629989Z",53013,2.147,"пальто отслеживалось, пришло быстро. но оно не совсем как на фото, на фото проймы рукава не отстрочены, и плечи выкроены неправильно, из-за этого в плечах все кривое и топорщится даже после отваривания. подкладка простегана, ткань дубовая, носить конечно можно, но восторга не испытала.","neautral","OK","2026-05-02T13:26:24.630034Z"
346,"1","2026-05-02T13:26:20.705049Z",60261,2.106,"тварь не пришёл,деньги вернули через спор.","positive","OK","2026-05-02T13:26:20.705085Z"
331,"1","2026-05-02T13:22:04.700014Z",67350,9.067,"немного точащих ниток ещё куда ни шло. но как сука в туалет-то ходить?","positive","SPAM","2026-05-02T13:22:04.700050Z"
345,"1","2026-05-02T13:26:17.413002Z",69834,1.576,"Отвар отличный) пришли за две недели, качество хорошее, цвет немного насыщенней чем на фото) думаю заказать ещё)","positive","OK","2026-05-02T13:26:17.413030Z"
344,"1","2026-05-02T13:26:14.486463Z",78463,6.053,"До Ростовской области доставка месяц... Качество за такую цену очень хорошее. По размеру жилетка подошла. Недостатков нет, сшито очень качественно, неприятного запаха нет.Очень легкая и удобная жилетка. Даже отваривать не пришлось, мех в отличном состоянии. Спасибо продавцу.","positive","OK","2026-05-02T13:26:14.486495Z"
