text,toxic
да согласен время понторезов маминькиных и папинькиных сыночков сами ни хуя ничего не умеют и не заработали а потнтов больше чем весят -компьютерные долбоящеры дигенераты,1
доведем до людей,0
"девочка продается ,а не пристраивается",0
с питеру ваш умный.,0
"эти сэкономленные 42,5 млн как бы боком не вышли",0
"ну место рождения в керженце,там же наверно другие люди рождаются,не дибилы и не кони,а главное воспитанные все до одного👍",0
очень в глаза бросаются повторяющиеся тройки грибов. развод!!!,0
и звали бы его ильей😂,0
что вы..суки..пиздите!!!!,1
россия прямой эфир хуило москва на б году жизни скончался президент рф хуйло вв в ест и хуйлом новом мавзолее скорбящие россияне прощаются в в,1
"дожили,блядь",1
"а это вообще законно, высаживать пассажиров? проезд оплачен.",0
зажрались господа!!! к стенке нахуй пидарасов!!!!!,1
стыдно за сельчан:(,0
две зимы и три лета,0
"дебильная группа,почти все фильмы не до конца🤬👎💩",1
от тебя блять в рили воняет,1
"дурак ,это просто кошмар а не массаж",1
"на остановке, лёшка спрашивает где ты, сейчас прибежит",0
"представляете,он служит в полиции.делайте выводы,гадов там хватает.",1
ночью воюем?,0
"заказ не пришел. Продавец отправил на неверный адрес. Спустя 1,5 месяца с момента оплаты, начали звонить и уточнять время удобное для доставки. Причем звонили по 4 раза на дню и каждый раз удивлялись, что я не живу в указанном продавцом городе. Исправляли данные м все по-новой. Две недели звонили!!!!  Связалась с продавцов, конечно, попросила вмешаться . Прислал ответ, что проверит адрес и исправит. И тишинааа... а доставка звонииит. В общем истек срок защиты и я открыла спор о возврате денег. Продавец не вникая абсолютно, предложил набраться терпения и ждать товар!!!!  Бессовестно. Его косяк,  а он еще и дураком прикинулся... ждите... Спасибо Али, деньги вернули. 
заказывала в этом магазине уже и была оочень довольна качеством одежды. Эта ситуация оставила неприятный осадок. Продавец не порядочный. Врядли буду заказывать здесь снова.",0
пиздабо........льную?,1
"я так получилось работал и здесь на его производстве-на клинском мясокомбинате :-d немного .скажу тебе так же политика к рабочим со штрафами ,один в один .да чего говорить ,если этот сучара переписал с боссом своим трудовой кзот советский ,урезав права работяг до нуля .потом они подумали и ..горячий стаж.. увеличили и обрезали .много чего творят суки .",0
"если новый планшет, могу настроить , заведем новый аккаунт для скачивания приложений , могу сразу зарегистрировать в приложениях , да в принципе много что могу😄",0
"мужиков не каждому? каждому, а дальше от нас зависит.стало какой то неумной модой ругать и винить только мужчин.вроде, все женщины ангелы.",0
"качество порадовало, оказалась намного больше чем голубая рубашка. но в принцепи сойдет",0
запретить вывозить этим шакалам золото.дармоеды вонючие душистые белорусских хапуги,1
зависть.на красивом теле красивое тату.может оно просто нарисованное гуашью даже но обосрали женщину.у каждого своё хобби и тараканы в голове,0
сыездить и морду набить,1
сергей где жереха половить с катера,0
тварь безмозглая,1
ма тра личкада не лич када мегом гандон бля,1
"продаю дом в с. берестянки, сасовский район. 9 соток земли, газ, вода, большая комната, кухня, коридор. оставляю мебель. прекрасное место, рядом речка, остановка маршрутного такси. я собственник тел. 89160058422.750 тыс. руб. обращайтесь, небольшой торг уместен.",0
пиздаболище страшное! чего не понятного то ? господа хорошие,1
продали приставку?,0
слава героем которых воспитала хорошая мать и наша родина ссср которую сейчас костерят все кому не лень у нас в курганской области тоже есть такой герой николай анфиногенов да я думаю во многих сёлах городах нашей родины ссср есть могилки на памятнике над пись погиб при исполнение интернационального долга. у нас в селе таких 3,0
да что кусты. посмотрите какая замечательная скамейка.,0
евдокимов убить по приказу кремля!!,1
прияшного инпернепе оgыха в,0
а где у него карбюратор?,0
"эти пидорматические твари живут на другой планете , в другом измерении мы для них как инопланетяне .",1
"я все забываю спросить, а что такое государство и из кого оно состоит?сидиш сука на нашей шее и еще чтото нам диктуеш, ты не охренела от безнаказанности?",1
89098052237 пиши по общаемся,0
"а беспредел во власти облочные цены на медицину на образования на жильё развал сельхоз хозяйств заводов нишенские пенсии, зп и это расскажите детям что это всё при путинки происходит и личить их денег нету в воровском бюджете",0
"её ценить не надо,её ебать нужно, чтобы ни приятно было",1
красивый зверёк.,0
"дудзя ! на руси две печи .в одной хлеб пекут ,а во второй свистунов ебут. я тебе воровоное отдаю. а бараны умнее и полезнее в жопу дутых.славянин хренов свинопас",1
а забыл сказать еще и деньги получает 23 тр рублей,0
опрос долбоебов.сколько вас жмите класс.,1
все вопросы по телефону я тока выложил объявление,0
"не пора ли штрафовать этих уродов, кто оставляет после себя эту грязь, а не быть няньками у м...",1
а ваз это уебище не обогнать не в аварии выжить,1
"противная группа. отписываюсь. одни путиноиды,которые наверно уже и молятся на него.",1
когда будем вешать сипатого на иве лавку выбъю я!,1
"дура ебанутая и языком твоим поганым, только жопу подтерать.",1
"вот тебе досталось видно осёл затраханный, что ты так этим озабоченный.",1
налить рюмочку чая...,0
а передняя вилка специально не правильно стоит ?,0
под какой процент оказываете финансовую помощь и на какой срок,0
будь ты проклят лукаш ебучий. тебе мразь после всего этого даже на том свете места не будет.,1
во первый уроды русский народ то даёт то ебут,1
"настоятельно не рекомендую покупать эти водолазки. я такую ужасную синтетику ещё с Али не получала. всякое бывало, но это вообще из ряда вон. для примера скажу что после стирки эта кофта высохла за 7 минут, совсем как носки капроновые. она ужасно колется и прозрачная. про пошив одно слово- ужас, строчки пляшут, скроено неровно, повсюду нитки. может раньше продавец и присылал хорошие вещи, то теперь нет. не выбрасывайте деньги, пусть и небольшие. доставка .была быстрой. плюс могу поставить за то что быстро согласились вернуть деньги по спору",0
оторвать руки вместе с безмозглой головой,1
благополучия вам дорогие,0
эту падаль надо вешать на столбах.....,1
"скорее рубль дешевел по отношению к доллару, и как всегда деревянный сдохнет... что за еблан такое выкладывает",1
а что ты такой нервный? сиди дома и будет усё хорошо.,0
"Все таки правильно многие пишут, что s маломерит, можно смело брать м! А так, блуза очень хорошая! Трек полностью отслеживался",0
"да да расстрелять его , ..........",1
"да уж, есть же творческие люди, уважаю и восхищаюсь!",0
"интересно, предусмотрена ли ответственность в виде штрафа у за мойку машины во дворе многоквартирного дома в лнр, возможно кто-то обладает подобной информацией? в рф за подобное можно получить штраф от 1000 и выше.",0
"для начала вместо аватарки,нужно обозначить себя,а то уж слишком личико неприличное,только тогда можно начать диалог !!!",0
"по мне так ,что колоть или бить вполне сойдёт,а задник можно окультурить",0
трахнул бы в чужой сперме.,1
отшила и забыла отчитаться. юбилей у дяди. можно или поздно?,0
пришли деньги втб.,0
твой язык да в твою жопу! чудовище ты!,1
за 10 копеек что то очень много. в каком веке это было.,0
"я раньше о нем была лучшего мнения, а теперь вижу, не мужик... сделал-ответь достойно.... трусливый пёс.. ниже плинтуса упал.... только пиздеть умеет и водку жрать....",1
"очень жаль))) валюша, у нас теперь растёт другой володя- маленький))) но такого, как его дедушка, которого он тоже никогда не видел, не будет! таких как владимир я больше никогда не встречала....",0
сделайте фото крестика пожалуйста.,0
расстрелять на х у й,1
"это не азер, это позорище. азер никогда не будет подмахивать пиздоглазым, никогда. они их пользуются и баб ебут за даром.",1
трехлитровых по тридцать .,0
"ефремова оправдают, однозначно! закон на стороне дающих, а денежки у ефремова есть, только совести нет!",0
"а рефери то где, вообще мудак !",1
"я бы второй раз засадил , еслиб первый раз дала возле жопы понюхать",1
совет бабам никогда выпускайте не мужиков голодными и сексуально неудовлетворёнными там на улице всегда найдётся блядь с бутербродом руках в,1
аугустайтис сергей учился с 1973-1978,0
"Очень долго доставка. Это не толстовка, а тонкая кофточка.",0
"этого в сизо и долго, долго пиздить ****",1
чёрт ты попал на разбор! педрило это твое второе я! чёрт опущенный!! давай встретимся и посмотрим кто педрило!,1
отправь ее ко мне.,0
здесь этой суки не хватало ещё,1
"людка ты в натуре ебн на всю башку, тя наверное вообще не трахают или что бы овладеть тобой надо перетаскивать с места на место",1
кто захочет напишет кому надо позвонит кто скучает найдет,0
вы опять продолжаете мужиков оскорбоять ебаные миньетчицы,1
очередная е****тая дебилка......... но наших она переплюнула 100%.....,1
всё очень просто. его любит вся страна. он просто незаменим!!!,0
"у этого еб---ка то понос , то золотуха",1
дрочить не стремно стремно спалиться,1
ухохоталась,0
здание дворец.пенсионного фонда переоборудовать в брльницу для онкобольных детей.,0
"посылка шла 2,5 нед и принес на дом курьер. Боди отличного качества, ткань стрейч, плотная и хорошо тянется, размер подошел на 46 российский, по длине тоже идеально на 168 рост, единственно - горизонтальный шов намекает на то, что нужно носить с брюками или юбкой с завышенной талией. Цвет пыльной розы, мягкая ткань на ощупь и воланы - все очень здорово! рекомендую. Рукава не слишком узкие, хватит и на полную руку, длина рукава на длинную руку, не укороченные.Снизу три кнопки.",0
"парни а здесь хоть кому нибудь ответили, или это лохотрон?",0
стадо ебаных баранов хотят обратить всех в свою кострюголовую веру педерасты.,1
"что, аборт ёбаной шлюхи-алкоголички, слишком толстый конец поймал в свой раздолбанный сфинктер? ща еще ссак попьешь :-d﻿:-d﻿:-d﻿:-d﻿:-d﻿",1
не достаточно хотеть - нужно делать причину,0
что за пидорасы в рваных штанах,1
"добрый вечер, я хотела у вас купить две рубашки цветные 38 размер. вы не смогли бы завести их ко мне на работу? я работаю в ценопаде",0
в думе пидоры и твари и народ живёт по сучьим законам!!!,1
настроение надо кормить ! хрень какая то ! учите грамматику !!!!!😳,0
молодца девушка.пусть будет другим уроком.надо вообще не палец а то что между ногами торчит надо оторвать насильникам,1
красавец хоть на охоту хоть на рыбалку! сколько стоит такой?,0
зазеркалье ебучее....,1
о боже баба яга за рулем.,0
в 5 утра заебанка а так рейчал.,1
нищеброд тебя очко зачали,1
"мне всё было вчера , маленькая много детка две тысячи ноль тридцать шесть",0
"какая красота, какая ты умница, рукодельница",0
"красивое фото, добавляйте остальные фотографии в альбом,, наши любимцы,, 😄",0
"ушак, ишак ну как тебя ещё земля носит , придурок на всю больную голову",1
"Товар пришел быстро. Трек отслеживался. По размеру s на российский 42 подошёл хорошо. Разочаровало качество - местами брак в вязке, торчат нитки, не проработаны швы. Придется дорабатывать.",0
"а ты какого хуя здесь делаешь на стариковском сайте, молодой долбоеб?",1
"и я хочу посмотреть, а доступ ограничен😢😢😢",0
"сука,хоть бы акула его сожрала.",1
на июль месяц 2020 не найден,0
расстрелять их..чтобы такое не плодилось,1
"песня без вина присутствует также в акустическом магнит альбоме, она там по моему первая после вступления",0
светская львица и доярка когда gтоят раком смотрятся одинаково,1
"пидарок, ты хоть в курсе, что дебит и идиот, это два разных диагноза олигофрена!!? какая же тупая ослиная манда тебя ублюдочного тваря породила!??",1
"проклятый!из таких тварей маньяки и становятся,которые на сильных не могут вымещать своё природное дерьмо и вымещают на слабых.",1
этих уродов да за яйца и тудаже,1
злапутин и его окружение уёбки которые против народа,1
чтобты сдохла тварь пиздаболка,1
"даа,царь постарел, раньше царь мог лукаша трахнуть без проблем,а сейчас у царька кишка тонка, жаль...",1
где вы там фашистов разглядели? свастику - гитлер просто напросто украл!,0
Соответсвует описанию! Покупкой довольна:))),0
скажите пожалуйста есть в наличии стамина или индивидуал блю,0
заходите на сайт и задавайте владельцу вопросы,0
я бы преобрёл!,0
"лукашенко интересен только врачам, для изучения высшей формы долбоебизма!",1
ботаксная много ходовачка ебать вова долбаеб,1
продам 3000руб.,0
он че далбаеб чтоли,1
ройзман пидор.хотят нормальную страну развалить евреи долбаный.не сравнивание ситуацию с хабарой,1
у меня коротко его маму ебал анаитскую,1
"здох - туда ему и дорого, и родичи его пусть будут прокляты до третьего колена.",1
"отребье мерзкое, даже слов нет. утопить их вместе с лодкой!",1
я звонила мне сказали что будут с 3 до 7,0
"а чё так хочется найти, так выйди на мордовский поворот там быстро найдешь.",0
дибил паможет тибе твой хуй,1
это ты слыш козёл конченный я ебу тебя тварь блядь я ебу вас всех христианов суки вы все тупые блядь если ты тронул мусульман то и мы будем дат тебе в рот сука чтобы больше не смог разговаривать,1
"говно , ты ж прогнешься )",1
дамы будут каблуки снимать,0
"так вам дуракам и надо. мало вас мусора дубасят. в украине беркуты избили студентов так там люди майдан подняли а потом и янык к вам удрал. а у вас человека , а 10 чел на телефоны снимают.",1
"ебанутся, извините 👎",1
пшол вон пёс смердячий,1
"порошенко допжен сидеть в тюрьме,тогда и свора вся успокоится без этого ублюдка-главаря!!! там место и ему,и турчинову,и парубию,и яценюку,и тягныбоку и вообще всему мерзкому кодлу!!!",1
"чурка вонючая, сдохни мразь в муках",1
оборотень в этом туре в игре. мда...жопа.,1
"достойная жизнь в мире,где заботятся о старости!!!",0
чёкнутые дебилы педики эачем их показывать их надо истреблять что бы другим не повадно было.,1
голубые что-ли,0
"было бы за чо, уж вдул бы..",1
а кого конкретно мы хотим видеть? что за кандидатура...,0
в сысерти на ул. дачная офис(не знаю точно номер) михаил делает окна👍. заказывали и в дом и в квартиру. т. 89122832025,0
"иначе с лизожопами и дебилами нет смысла разговаривать, иди очко лижи, уже пора царьку лизнуть",1
Продавец ужасный ! Футболка не пришла !!! Деньги не вернули !!! Челябинск !!!!!!! Больше не закажу у него ни чего !!!,0
сергей.с днем рождения!!!здоровья тебе.твоя любовь тебя оберегает а народ потдержиаает.скорейшего тебе освобождения от этих уродов. верым.можам.пераможам.,1
во еб...тая дура!!!,1
пятно не отстирать и на самом видном месте,0
"тридевятое царствопредлагает разместить в вашей ленте следующую записькак же так! такой вещи простой в хозяйстве не оказалось! выручайте, люди добрые! мне нужно: масло подсолн. https://ok.ru/game/kingdom/?item=518111052619_1596566664_2/0/114",0
я могу понять тех кто путина поддерживает этой зарабатывая в стране миллионы используя в своих целях коррумпированность режима но долбоеб с з п б ты живущий в хрущевке и тр разбитой ездящий на девятке з взятой под в кредит за благодарен что ты так путину,1
и проверить на этом волоске- злая эта тварь блять или нет!🤣🤣,1
между сисек бы поебал ее,1
"умная группа никогда, наверное, не знала, что русские в сочи не жили... или не надо знать? просто в ленту надо что-то кинуть?",0
какая безумная самоотверженность.аж сердце защимило...,0
чтобы её черти в аду ебали,1
"Продавец мудак!!!! Во-первых отправил не тот товар, отказался возмещать деньги!!!  Спор в итоге я проиграла!!! Продавец тварь!!! Желаю ему сдохнуть за эту тысячу на которую он меня наебал!!! Вообще таких не порядочных продавцов мне вообще никогда не порождались на алиэкспресс!!!! Мудачило китайское!!! Сучело наебщик! ",1
ну и развеселил,0
"спасибо, хорошие штанишки",0
пидор продажный угондошить 100%,1
"вот именно. а не знающие говорят, что нет вируса. я лежала на карантине в корсакова. видела как спускали людей с короной на 2 этаж в терапию. смотреть было страшно на них. а их не хоронят, а кремируют в южном.",0
я не люблю такую манеру общения и потому я прекращаю такое общения . мне по душе другая учитесь...,0
леночка благодарю от души за такую красоту. как всегда великолепно!!! мне очень нравится!!! 💋💋💋🌹🌹🌹,0
жирный хуй,1
"худела родственница,ушло около 200 тыс.денег.ей помогло.",0
а в эстонии есть поселение аа,0
"девушка, если хотите записаться то делайте это без всякого затруднения) мастер отличный(сама лично ходила к ней и была в полном восторге!!!) не пугайтесь словуна дому у неё все предусмотрено и сама очень вежливая и т. д)))) 😊🤗👍",0
чб о день з трицепсовые отжимания с поворотом встаньте в высокую планку отправить сохранить со,0
гордимся!❤,0
"я смотрю уже несколько дней на такие сообщения, а вы пытаетесь мне что- то обяснить. зачем? информация с цифрами должна быть правильной и понятной. мне интересно для чего люди ставят ок ?",0
"пожалуйста подскажите как бороться с тлёй на табаке,зарания благодарим.",0
"гавнюк ,долбанный,что бы тебе гореть в аду .будь проклят ты и тепой род .",1
"давить на корню проплаченных сволочей, за пять копеек готовы продать мать родную. правильно лукашенко держит их в кулаке.",1
"из под прилавка? не всем был туда доступ, только уважаемым людям)))",0
"сидишь в своей хохляндии, вот и сиди и радуйся своим переменам.. пей шампуси, соси член и не завидуй беларусам",1
"почему с дамой незнакомой на ты ? чурка, презираете женщин ? мамка свою соплю не воспитывала мужчиной ?",1
нейтрализованы это как ??? один раз нейтрализованы отвезли отдыхать в больницу израиля !!! сейчас слышал что их этих пидоров убили с беспилотного аппарата !!! да вы уже в конце концов блин опредилитесь убили ??? или ранили или нейтролизовали или как вас понять !!!,1
проститутка валютная,1
молодцы 👍👍👍👍,0
"крым то наш,но народ там пидаростический.",1
эти две твари и валька-стакан попали с панели во власть за счёт своего передка !,1
красота-то какая! классные фото!,0
пошла нахуй и то моя мама зайцева юля ей отдадут куртку да мам,1
"блядина вафельницу закрой,постилка нациская",1
ну пишите сразу цену! сейчас пол города начнут спрашивать!,0
"а можно видио,?. спасибо",0
нам это очень надо .,0
вот эта жирная мразь и сидит на шее у народа!,1
и твоими устами хуй сосать часами,1
"добрый день, такой фамилии нет",0
"у меня не такой конечно , но и такой в руках держала:-d",0
"почему всё время должна? знакомая молодая женщина, очень даже симпатичная по уши загружена работой по хозяйству (огород, лес, куры, поросята, дом, готовка, приборка, полное отсутствие благ цивилизации), трое детей. она красивая, но к каждому вечеру уже выглядит не самым лучшим образом, потому что умоталась, растрепалась, устала. язык не поворачивается требовать ухоженности и бодрого вида.",0
"люблю арбуз, прекрасно утоляет жажду, салат несложный-мякоть арбуза, брынза, полить оливковым маслом, сок лимона, украсить мятой, немного черного перчика! август-сезон арбузов в молдове!",0
дочь прям копия лица папы,0
барса говно спартак бы забыль бы 6:0,1
деньги! просто деньги :-d,0
можно свами трахнут,1
"а он разве один у власти? вы только прикиньте сколько дармоедов кормит народ,рабочий класс,они к власти стремятся ,чтобы по больше наворовать,вот их задача у власти",0
руки по самое не балую отрезать. он их не сожал не жил рядом с ними грибы там не собирал. накажет его боженька за уродство. таких сук я не видала.тварь,1
"вы огромная сплочённая толпа,",0
этих уродов пора в магадан,1
их же мало а нас значительно больше .почему мы позволяем нами манипулировать ??? кто мы после этого когда прозреем?,0
вот и его нужно было порубить потихонь на части.,1
так не плохо но не нравится что под самый потолок.. такая высота давит на коридорное помещение..,0
очень...!!!,0
"мы были в абхазской деревне, там такая же старушка, вырастила большее количество мандарин. здоровья и сил бабушке.",0
какие жестокие люди)чтоб им оукнулось кто их выбросил!спасибо добрым людям!!!,0
что вам фургало сделал сиди ди на свою нищенскую пенсию и помалкивай. или тебя ктото из путинских спонсирует?,0
"меня поражают комментарии. водить пьяный,таких мразей которые садятся за руль не трезвыми, вообще нужно расстреливать на месте. когда ни чего не случилось, то дпс плохой, а когда сбил на сметь, то готовы водителя расчленить. вы хоть определитесь. пока такие мрази пьяные за рулем чьи нибудь жизни не унесли!",1
+400. забыла пометку артемка сделать.,0
"залетный больной на всю голову,его в дурдоме место,а не в губернаторы!",1
это что еще за пидор тут объявился что за жуйню ты пишешь вафлист -- рецидивист и на полставки пидор вы там в кишиневе допиздитесь до чегото хуевого или вы очень хотите чтобы приднестровские танки заглушили свои моторы возле памятника штефану чел маре хорошо смотрите пидорасики а то и до бухареста добежать не успеете ослы с бараньими рогами,1
"мразь, убить его надо этого человечешку, вот мразь, господи уничтожь эту мразь",1
я карантин пересижу и снова з е сентября,0
просто не люди а пидоры,1
пидор самово выебать,1
настала пора нужен большой референдум за сохранение ссср это большое и мощное дело и если только будет назначен день голосования это всё госдеп сша англосаксы и наше козловьё навальные невзоровы каспаровы итд итп они не то что абосруца и абосуца они закричат что россия обьявила нам войну и вот когда эти твари рыпнуца вот тогда эту пидерастическую тварь причесать по полной программе точка,1
‼новинки‼ ✅костюм школьный✅ двойка рубашка-обманка и брюки ✅выгодная цена ✅ производство: турция 🇹🇷 размеры:116-122-128-134-140-146-152-158-164 цена 👍👍👍48 руб,0
как боль эту перенести когда рется з на части сердце и забыть не вернуть и не лишь болью с жить нам остатся вечная память мр,0
на большее тебя не хватает только член и очко вылизывать,1
а где находится магазин?,0
ну увас есть опыт на мжм секс,0
пенза не скули хуета с гусиной шеей😂 😂 😂 😂,1
"красивая женщина! обожаю, здоровья крепкого!!!",0
за счет лука нет брожения.,0
"добрый вечер,я бы купила на пробу несколько баночек по 0,5л",0
"если вы работаете таксистом, то вам позволено высадить детей? вы взяли деньги, я понимаю, что дети могут быть устали и капризничали. но так поступать нельзя.",0
короче все 33,0
закончите скорей ударно. свои стишки писать бездарно,0
"валяйкаетесь? наша так же частенько на нашем диване (тоже разрешено многое для собаки и кошки в семье, любимки..)",0
что-же допустили ! вся страна на вахте ...,0
"живут (говорят) как кошка с собакой, оказывается, вооот как!!!",0
"не совсем тарья, но её гостевое участие в международном (базово - аргентинском) проекте beto vazquez infinity. давно это было - аж в 2001 году.",0
"короче, по логике заметки надо сразу в морду бить! вот так он и нарвался.",1
"понеслось! вторую волну дури начали подготавливать!здесь есть врачи -психиаторы? подскажите,какой диагноз у этих.....,просто знать с кем имеем дело....",0
🙏🙏🙏спасибо волнтёры.,0
"классно тяффкаешь свинособака обдристаная, дрессуре поддаешься. ну сосни чупакабра обрыганая и застрелись пиздопроебище мордоблядское.",1
"дал бы я тебе по ебалу, но ты же фейк! тебя нет!",1
ох как же это сложно счастья вам и терпения,0
ух орешек иди ко мне будет огонь!,0
"аха, день обещает быть очень даже ничего!!!👍👍👍👍;-) 💋",0
"всем считают 4 мес,у вас чего-то перебор вышел.",0
михуи работай дальше п*****р!,1
пидарасы в погонах.,1
просто пиздабол,1
посмотрел я в огород-тузик шарика ебёт.а потом наоборот шарик тузика ебёт!,1
это кто готов на революцию? хуйловский жополиз клоун жидовский?.да пукин глянет на него и он от страха обосрется,1
"да нет , что вы - просто расстрелять и то мало будет , и почему токо одного его и таких много предателей родины",1
причина косоглазия и не только,0
смеются и не подозревают что готовят для нас эти пидорги! не с проста ох не с проста через тайгу ведут такую трассу..,1
ольга сергеевна отличный логопед!!!!нам помогла.,0
"Заказ шел около месяца, не отслеживался. Трусы красивые, хорошие, но на кружеве затяжка отстрич ее нельзя, так как распустятся сразу. А еще спереди были нашиты нитки для этикетки, но этикетки нет В целом, за 64,94 рубля, заказом довольна.",0
"чтоб он сдох, козлина!",1
тебе вряд ли.......ты дебил,1
классическое быдло🤷‍♀️,1
прелесть какая!👍❤️,0
а хочиш сасат мой член,1
а вся страна даже не хочу ее имя называть..... всем похеру пока у самих такая сетуация не выйдит..... блять китай или америка ну пустите ракету на нас чтобы не позориться руский народ это все конченые .,1
очень красиво а самое главное сколько труда и терпения вложена в эту красоту,0
"а цыганей куда,к людям или неграм?",0
таких долбоебов я ещё не встречал.,1
сколько стоит диван,0
"а какой уксус, 9%?",0
когда жил у бабушки в деревне я тоже это ел,0
ебаться и рожать------не проблема------оооооххххххуеть-----какая героиня-----наеблась и высрала-------ссссупер !!!!!!!!!!,1
"гозель не лезть за кошек,ты сидишь на жопе ровно, считай свое .я бы тебя дуру разорвала,за бесловестную тварь,скотобаза,татарва поганая,спи сука спокойно.ты тварь,не одной кошки не стоишь......",1
"тупоголовщина, дебилы не доразвитые. ну и какая нормальная мать купит эту х...ю своему ребёнку.",1
вы тут все недалекие или есть вменяемый хоть один?))),0
короленко 49 кв 2,0
"безнравственный стих,пораждающий распри в семье.кто его написал,видно абсолютно не думал о чувствах матери ,родившую дочь.ни кто ни кому не должен кланяться.",0
Вчера получила заказ. качество изделия  хорошее. минус в том что боди оказался мал. придется немного нарастить ткани и сделать заклёпки. тогда будет отлично,0
какой. город,0
"не истерика,я просто делаю свою работу ,за которую мне платит госдеп",0
какое классное предложение!!!,0
ебаный провокатор,1
ромашковое солнце. ромашковое лето. ромашковое счастье. приветствую тебя!,0
"таманская дивизия в/ч 89553 татищево, светлый, саратовской области. мы ждем вас, все расскажем и покажем, пообщаетесь, найдете земляков, однополчан. https://ok.ru/group60yataman",0
